name,usage
LASHAY,African American
LASHONDA,African American
LĀSMA,Latvian
LASSANA,Western African
LASSE,Swedish
LASSE,Norwegian
LASSE,Danish
LASSE,Finnish
LASSI,Finnish
LASSIE,Literature
LÁSZLÓ,Hungarian
LATA,Indian
LATA,Hindi
LATA,Marathi
LATANYA,African American
LATASHA,African American
LATEEFAH,Arabic
LATHEEF,Dhivehi
LƏTIF,Azerbaijani
LATIF,Arabic
LATIF,Urdu
LATIFA,Arabic
LATIFAH,Arabic
LATIFAH,Malay
LATIFAH,Indonesian
LATIFE,Turkish
LATISHA,African American
LATONA,Roman Mythology
LATONYA,African American
LATOYA,African American
LAU,Dutch
LAU,Limburgish
LAUCHLAN,Scottish
LAUGE,Danish
LAUMA,Latvian
LAUMA,Baltic Mythology
LAUNCE,Literature
LAUNO,Finnish
LAURA,English
LAURA,Spanish
LAURA,Italian
LAURA,Portuguese
LAURA,Romanian
LAURA,Catalan
LAURA,Finnish
LAURA,Estonian
LAURA,Hungarian
LAURA,Polish
LAURA,Slovene
LAURA,Croatian
LAURA,Czech
LAURA,Slovak
LAURA,Swedish
LAURA,Norwegian
LAURA,Danish
LAURA,German
LAURA,Dutch
LAURA,Lithuanian
LAURA,Latvian
LAURA,Late Roman
LAURAINE,English
LAURE,French
LAUREEN,English
LAUREL,English
LAURELLE,English
LAUREN,English
LAURENA,English
LAURENCE ,English
LAURENCE ,French
LAURENCIA,English
LAURENE,English
LAURENS,Dutch
LAURENT,French
LAURENTIA,Ancient Roman
LAURENTIN,French
LAURENTINA,Ancient Roman
LAURENTINE,French
LAURENTINUS,Ancient Roman
LAURENȚIU,Romanian
LAURENTIUS,Ancient Roman
LAURENZ,German
LAURESSA,English
LAURETTA,Italian
LAURETTE,French
LAURI,Finnish
LAURI,Estonian
LAURIE,English
LAURIE,Dutch
LAURINDA,English
LAURINE,French
LAURISSA,English
LAURITA,Spanish
LAURITS,Danish
LAURITS,Norwegian
LAURITZ,Danish
LAURITZ,Norwegian
LAURO,Italian
LAURUS,Late Roman
LAURYN,English
LAURYNAS,Lithuanian
LAVANYA,Indian
LAVANYA,Hindi
LAVANYA,Telugu
LAVANYA,Tamil
LAVENA,English
LAVENDER,English
LAVERN,English
LAVERNA,Roman Mythology
LAVERNE,English
LAVI,Hebrew
LAVINA,English
LAVINIA,Roman Mythology
LAVINIA,Romanian
LAVONE,English
LAVONNE,English
LAVR,Russian
LAVRA,Slovene
LAVRENTI,Russian
LAVRENTIOS,Greek
LAVRENTIY,Russian
LAVRENTY,Russian
LAW,Medieval English
LAWAHIZ,Arabic
LAWAN,Thai
LAWANDA,African American
LAWRENCE,English
LAWRIE,English
LAWSON,English
LAXMAN,Indian
LAXMAN,Marathi
LAXMAN,Hindi
LAXMAN,Telugu
LAXMI,Indian
LAXMI,Telugu
LAXMI,Marathi
LAXMI,Hindi
LAXMI,Nepali
LAYLA,Arabic
LAYLA,English
LAYNE,English
LAYTON,English
LAZ,English
LÁZÁR,Hungarian
LAZĂR,Romanian
LAZAR,Russian
LAZAR,Bulgarian
LAZAR,Serbian
LAZAR,Croatian
LAZAR,Macedonian
LAZARE,French
LÁZARO,Spanish
LAZAROS,Greek
LAZAROS,Biblical Greek
LAZARUS,Biblical
LAZARUS,Biblical Latin
LAZER,Yiddish
LAZZARO,Italian
LÉA,French
LEA,German
LEA,Dutch
LEA,Swedish
LEA,Norwegian
LEA,Danish
LEA,Finnish
LEA,Estonian
LEA,Slovene
LEA,Croatian
LEA,Czech
LEA,Slovak
LEA,Hungarian
LEA,Hebrew
LEACHLAINN,Irish
LEAH,English
LEAH,Hebrew
LEAH,Biblical
LEAH,Biblical Hebrew
LÉAN,Irish
LÉANA,French
LEANDER,Greek Mythology
LEANDRA,Portuguese
LEANDRA,Spanish
LEANDRA,Italian
LÉANDRE,French
LEANDRO,Spanish
LEANDRO,Portuguese
LEANDRO,Italian
LEANDROS,Greek Mythology
LÉANE,French
LEANID,Belarusian
LEANN,English
LEANNA,English
LEANNE,English
LEANORA,English
LEAR,Literature
LEARY,Irish
LEATRICE,English
LEBANAH,Biblical
LEBANAH,Biblical Hebrew
LEBERECHT,German
LEBOGANG,Southern African
LEBOGANG,Tswana
LEBOHANG,Southern African
LEBOHANG,Sotho
LEBRON,African American
LECH,Polish
LECH,Slavic Mythology
LECHOSŁAW,Polish
LECHOSŁAWA,Polish
LECIA,English
LEDA,Greek Mythology
LEE,English
LEEANN,English
LEEBA,Yiddish
LEELA,Indian
LEELA,Hindi
LEELA,Telugu
LEELA,Kannada
LEELA,Tamil
LEELA,Malayalam
LEELO,Estonian
LEENA,Finnish
LEENA,Estonian
LEESA,English
LEEVI,Finnish
LEFTERIS,Greek
LEGEND,English
LEGOLAS,Literature
LEHI,Mormon
LEHUA,Hawaiian
LEI ,Hawaiian
LEI ,Chinese
LEIA,Biblical Greek
LEIA,Portuguese
LEIA,Popular Culture
LEIDA,Estonian
LEIF,Swedish
LEIF,Norwegian
LEIF,Danish
LEIFR,Ancient Scandinavian
LEIFUR,Icelandic
LEIGH,English
LEIGHTON,English
LEIGONG,Chinese Mythology
LEILA,Persian
LEILA,Arabic
LEILA,Kurdish
LEILA,English
LEILA,Georgian
LEILAH,English
LEILANI,Hawaiian
LEILI,Estonian
LEIMOMI,Hawaiian
LEIR,Literature
LEIRE,Basque
LEIRE,Spanish
LEITH,English
LEIV,Norwegian
LĖJA,Lithuanian
LEJLA,Bosnian
LEKAN,Western African
LEKAN,Yoruba
LELA ,Georgian
LELA ,English
LELAND,English
LELIA,Italian
LELIO,Italian
LELISA,Eastern African
LELISA,Oromo
LELISE,Eastern African
LELISE,Oromo
LELLE,Swedish
LEMMINKÄINEN,Finnish Mythology
LEMOINE,English
LEMPI,Finnish
LEMUEL,Biblical
LEMUEL,Mormon
LEMUEL,Biblical Hebrew
LEN,English
LÉNA,French
LÉNA,Hungarian
LENA,Swedish
LENA,Norwegian
LENA,Danish
LENA,German
LENA,Polish
LENA,Russian
LENA,English
LENA,Italian
LENA,Portuguese
LENA,Greek
LÉNÁRD,Hungarian
LENARD,English
LENART,Slovene
LENCHO,Eastern African
LENCHO,Oromo
LENE,German
LENE,Danish
LENE,Norwegian
LENI,German
LENKA,Czech
LENKA,Slovak
LENN,Dutch
LENNARD,Dutch
LENNART,Swedish
LENNART,Danish
LENNART,Norwegian
LENNART,Finnish
LENNART,Low German
LENNART,Dutch
LENNI,Finnish
LENNIE,English
LENNON,English
LENNOX,Scottish
LENNOX,English
LENNY,English
LENORA,English
LENORE,English
LENOX,Scottish
LENOX,English
LENUȚA,Romanian
LENZ,German
LÉO,French
LEO,German
LEO,Dutch
LEO,Swedish
LEO,Norwegian
LEO,Danish
LEO,Finnish
LEO,Estonian
LEO,English
LEO,Croatian
LEO,Late Roman
LEOBWIN,Ancient Germanic
LEOCÁDIA,Portuguese
LEOCADIA,Spanish
LEOCADIA,Late Roman
LEOCADIO,Spanish
LEOCADIUS,Late Roman
LEOFDÆG,Anglo-Saxon
LEOFFLÆD,Anglo-Saxon
LEOFGYÐ,Anglo-Saxon
LEOFRIC,Anglo-Saxon
LEOFSIGE,Anglo-Saxon
LEOFSTAN,Anglo-Saxon
LEOFWINE,Anglo-Saxon
LEOKADIA,Polish
LEOLA,English
LEOLIN,Welsh
LEOLUCA,Italian
LÉON,French
LEÓN,Spanish
LEON,English
LEON,German
LEON,Polish
LEON,Slovene
LEON,Croatian
LEON,Dutch
LEON,Ancient Greek
LEONA,English
LEONA,Czech
LÉONARD,French
LEONARD,English
LEONARD,Dutch
LEONARD,German
LEONARD,Polish
LEONARD,Romanian
LEONARD,Ancient Germanic
LEONARDA,Italian
LEONARDAS,Lithuanian
LEONARDO,Italian
LEONARDO,Spanish
LEONARDO,Portuguese
LEONAS,Lithuanian
LÉONCE,French
LEONCIO,Spanish
LÉONE,French
LEONE ,Italian
LEONE ,English
LÉONEL,French
LEONEL,Spanish
LEONEL,Portuguese
LEONHARD,German
LEONIA,Late Roman
LEONID,Russian
LEONID,Ukrainian
LEONIDA,Italian
LEONIDAS,Greek
LEONIDAS,Ancient Greek
LÉONIDE,French
LEONĪDS,Latvian
LÉONIE,French
LEONIE,German
LEONIE,Dutch
LEONIUS,Late Roman
LÉONNE,French
LEONOR,Spanish
LEONOR,Portuguese
LEONORA,Italian
LEONORE,German
LEONTI,Russian
LEONTIA,Ancient Greek
LEONTINA,Italian
LEONTINA,Late Roman
LÉONTINE,French
LEONTIOS,Ancient Greek
LEONTIUS,Ancient Greek
LEONTIY,Russian
LEONTY,Russian
LEONTÝNA,Czech
LEONTYNE,English
LEONZIO,Italian
LÉOPOLD,French
LEOPOLD,German
LEOPOLD,Dutch
LEOPOLD,English
LEOPOLD,Czech
LEOPOLD,Slovak
LEOPOLD,Slovene
LEOPOLD,Polish
LÉOPOLDINE,French
LEOPOLDO,Italian
LEOPOLDO,Spanish
LEOPOLDO,Portuguese
LEOŠ,Czech
LER,Irish Mythology
LERA,Russian
LERA,Ukrainian
LERATO,Southern African
LERATO,Sotho
LEROI,English
LEROY,English
LES,English
LESEDI,Southern African
LESEDI,Tswana
LESEGO,African
LESIA,English
LESŁAW,Polish
LESŁAWA,Polish
LESLEIGH,English
LESLEY,English
LESLIE,English
LESLY,English
LESSIE,English
LESTARI,Indonesian
LESTAT,Literature
LESTER,English
LESYA,Ukrainian
LESZEK,Polish
LETA,English
LETHA,English
LETÍCIA,Portuguese
LETÍCIA,Hungarian
LETICIA,Spanish
LETÎF,Kurdish
LETITIA,English
LETIZIA,Italian
LETO,Greek Mythology
LETTICE,English
LETTIE,English
LETTY,English
LEUCIPPUS,Ancient Greek
LEUCIPPUS,Greek Mythology
LEUDAGAR,Ancient Germanic
LEUDBALD,Ancient Germanic
LEUDOBERCT,Ancient Germanic
LEUI,Biblical Greek
LEUKIPPOS,Ancient Greek
LEUKIPPOS,Greek Mythology
LEUTGARD,Ancient Germanic
LEUTHAR,Ancient Germanic
LEUTWIN,Ancient Germanic
LEV ,Russian
LEV ,Hebrew
LEVAN,Georgian
LEVANA ,Hebrew
LEVANA ,Roman Mythology
LEVENT,Turkish
LEVENTE,Hungarian
LEVI,Hebrew
LEVI,English
LEVI,Dutch
LEVI,German
LEVI,Biblical
LEVI,Biblical Latin
LEVIN,German
LEVON,Armenian
LEW ,English
LEW ,Polish
LEWELLA,Welsh
LEWI,Biblical Hebrew
LEWIN,English
LEWIS,English
LEX,English
LEX,Dutch
LEXA,English
LEXI,English
LEXIA,English
LEXIE,English
LEXINE,English
LEXUS,English
LEXY,English
LEYLA,Turkish
LEYLA,Azerbaijani
LEYLA,Kurdish
LEYLA,Persian
LEYLA,Arabic
LEYLA,English
LEYRE,Spanish
LEYTON,English
LHAMO,Tibetan
LHAMO,Bhutanese
LI ,Chinese
LI ,Hebrew
LÍA,Galician
LIA ,Italian
LIA ,Portuguese
LIA ,Georgian
LIA ,Greek
LIA ,Biblical Latin
LIA ,Italian
LIA ,Dutch
LIA ,German
LÍADÁIN,Irish
LÍADAN,Irish
LIAM,Irish
LIAM,English
LIAM,French
LIAM,Dutch
LIAM,German
LIAM,Swedish
LIAN ,German
LIAN ,Chinese
LIAN ,Hebrew
LIĀNA,Latvian
LIANA,Italian
LIANA,Portuguese
LIANA,Romanian
LIANA,English
LIANE,German
LIANNE,English
LIAS,Swedish
LIAT,Hebrew
LIBA,Yiddish
LIBBIE,English
LIBBY,English
LIBĚNA,Czech
LIBER,Roman Mythology
LIBERATA,Late Roman
LIBERATO,Italian
LIBERATO,Spanish
LIBERATO,Portuguese
LIBERATORE,Italian
LIBERATUS,Late Roman
LIBERIA,Late Roman
LIBERIUS,Late Roman
LIBERTY,English
LIBI,Hebrew
LIBITINA,Roman Mythology
LIBOR,Czech
LIBORIA,Italian
LIBORIO,Italian
LIBORIUS,Late Roman
LIBUŠE,Czech
LÍDA,Czech
LIDDY,English
LÍDIA,Portuguese
LÍDIA,Catalan
LÍDIA,Hungarian
LIDIA,Polish
LIDIA,Italian
LIDIA,Spanish
LIDIA,Romanian
LIDIJA,Latvian
LIDIJA,Lithuanian
LIDIJA,Slovene
LIDIJA,Croatian
LIDIJA,Serbian
LIDIJA,Macedonian
LIDIYA,Russian
LIDIYA,Ukrainian
LIDIYA,Bulgarian
LIDKA,Polish
LIDMILA,Czech
LIDOCHKA,Russian
LIDZIYA,Belarusian
LIEBER,Yiddish
LIEKE,Dutch
LIÊM,Vietnamese
LIÊN,Vietnamese
LIEN,Dutch
LIEPA,Lithuanian
LIES,German
LIES,Dutch
LIESA,German
LIESBETH,Dutch
LIESE,German
LIESE,Dutch
LIESEL,German
LIESELOTTE,German
LIESJE,Dutch
LIESL,German
LIEVE,Flemish
LIEVEN,Flemish
LIEVIN,Flemish
LĪGA,Latvian
LIGAYA,Filipino
LIGAYA,Tagalog
LIGEIA,Greek Mythology
LIGEIA,Ancient Greek
LÍGIA,Portuguese
LIGIA,Romanian
LIGIA,Spanish
LIGITA,Latvian
LIGITA,Lithuanian
LIHI,Hebrew
LIIDIA,Estonian
LIINA,Estonian
LIINA,Finnish
LIIS,Estonian
LIISA,Finnish
LIISA,Estonian
LIISI,Finnish
LIISI,Estonian
LIISU,Estonian
LIJSBETH,Dutch
LILA ,Indian
LILA ,Hindi
LILA ,English
LILAC,English
LILACH,Hebrew
LILAH,English
LILAVATI,Indian
LILAVATI,Hindi
LÍLE,Irish
LILEAS,Scottish
LILI,German
LILI,French
LILI,Hungarian
LILIA,Spanish
LILIA,Italian
LILIA,Russian
LILIA,Ukrainian
LÍLIAN,Portuguese
LILIAN,English
LILIAN,French
LILIÁNA,Hungarian
LILIANA,Italian
LILIANA,Spanish
LILIANA,Portuguese
LILIANA,Romanian
LILIANA,Polish
LILIANA,Czech
LILIANA,English
LILIANE,French
LILIANNA,Polish
LILIANNA,English
LILIANNE,French
LILIAS,Scottish
LILIBET,English
LILIBETH,English
LILIEN,Hungarian
LILIJA,Lithuanian
LILIJA,Latvian
LILIJANA,Slovene
LILITA,Latvian
LILITH,Semitic Mythology
LILITH,Judeo-Christian Legend
LILIYA,Russian
LILIYA,Ukrainian
LILIYA,Bulgarian
LILJA,Icelandic
LILJA,Faroese
LILJA,Finnish
LILJANA,Macedonian
LILJANA,Slovene
LILLA,Hungarian
LILLI,German
LILLI,Danish
LILLI,Finnish
LILLIA,English
LILLIAN,English
LILLIANA,English
LILLIAS,Scottish
LILLIE,English
LILLY,English
LILLY,Norwegian
LILLY,Danish
LILLY,Swedish
LILO,German
LILOU,French
LILY,English
LILYA,Russian
LILYA,Ukrainian
LILYANA,Bulgarian
LIM,Chinese
LIMBANI,Southern African
LIMBANI,Chewa
LIMBIKANI,Southern African
LIMBIKANI,Chewa
LIN,Chinese
LĪNA,Latvian
LINA ,Arabic
LINA ,English
LINA ,Italian
LINA ,Spanish
LINA ,Portuguese
LINA ,German
LINA ,French
LINA ,Lithuanian
LINA ,Swedish
LINA ,Danish
LINA ,Norwegian
LINA ,Slovene
LINA ,Indian
LINA ,Hindi
LINAS,Lithuanian
LINCOLN,English
LINDA,English
LINDA,German
LINDA,Dutch
LINDA,Italian
LINDA,Swedish
LINDA,Norwegian
LINDA,Danish
LINDA,Icelandic
LINDA,French
LINDA,Latvian
LINDA,Finnish
LINDA,Estonian
LINDA,Hungarian
LINDA,Czech
LINDA,Slovak
LINDA,Ancient Germanic
LINDE,Dutch
LINDEN,English
LINDITA,Albanian
LINDIWE,Southern African
LINDIWE,Zulu
LINDIWE,Xhosa
LINDIWE,Ndebele
LINDIWE,Swazi
LINDON,English
LINDSAY,English
LINDSAY,Scottish
LINDSEY,English
LINDSEY,Scottish
LINDSIE,English
LINDY,English
LINE,Danish
LINE,Norwegian
LINE,French
LINETTE,English
LINFORD,English
LING,Chinese
LINH,Vietnamese
LINN,Swedish
LINN,Norwegian
LINNAEA,English
LINNÉA,Swedish
LINNEA,Swedish
LINNEA,Norwegian
LINNEA,Finnish
LINNET,English
LINNETTE,English
LINNIE,English
LINO ,Italian
LINO ,Spanish
LINO ,Portuguese
LINO ,Galician
LINO ,Italian
LINOS,Greek Mythology
LINOS,Ancient Greek
LINSAY,English
LINSEY,English
LINTON,English
LINUS,Greek Mythology
LINUS,Ancient Greek
LINUS,Swedish
LINUS,Norwegian
LINUS,Danish
LINUS,German
LINWOOD,English
LINZA,Ancient Germanic
LINZI,English
LIONEL,French
LIONEL,English
LIOR,Hebrew
LIORA,Hebrew
LIORIT,Hebrew
LIOUBA,Russian
LIOUBOV,Russian
LIR,Irish Mythology
LIRAZ,Hebrew
LIRON,Hebrew
LIS,Danish
LIS,Swedish
LISA,English
LISA,German
LISA,Dutch
LISA,Swedish
LISA,Norwegian
LISA,Danish
LISA,Italian
LISANDRO,Spanish
LISANNE,Dutch
LISBET,Swedish
LISBET,Danish
LISBET,Norwegian
LISBETH,German
LISBETH,Danish
LISBETH,Swedish
LISBETH,Norwegian
LISE,French
LISE,Swedish
LISE,Norwegian
LISE,Danish
LISE,English
LISELOT,Dutch
LISELOTT,Swedish
LISELOTTE,Danish
LISELOTTE,Swedish
LISELOTTE,Dutch
LISELOTTE,German
LISETTE,French
LISETTE,English
LISHA,English
LISHAN,Eastern African
LISHAN,Amharic
LISS,Norwegian
LISS,Danish
LISSA,English
LISSI,Danish
LITA,English
LITAL,Hebrew
LIUBOU,Belarusian
LIUBOV,Russian
LIUBOV,Ukrainian
LIUCIJA,Lithuanian
LIUDEVIT,Medieval Slavic
LIUDMILA,Belarusian
LIUDMILA,Russian
LIUDMILA,Ukrainian
LIUDMYLA,Ukrainian
LIUDVIKA,Lithuanian
LIUDVIKAS,Lithuanian
LIUPOLD,Ancient Germanic
LIÙSAIDH,Scottish
LIV ,Norwegian
LIV ,Swedish
LIV ,Danish
LIV ,English
LĪVA,Latvian
LIVA,Danish
LIVE,Norwegian
LÍVIA,Portuguese
LÍVIA,Hungarian
LÍVIA,Slovak
LIVIA ,Italian
LIVIA ,Romanian
LIVIA ,Ancient Roman
LIVIA ,English
LIVIANA,Italian
LIVIANA,Ancient Roman
LIVIANUS,Ancient Roman
LIVIE,French
LIVIE,Czech
LIVIO,Italian
LIVIU,Romanian
LIVIUS,Ancient Roman
LIVNA,Hebrew
LIVNAT,Hebrew
LIVVY,English
LIVY ,History
LIVY ,English
LIWIA,Polish
LIZ,English
LIZA,English
LIZA,Russian
LIZA,Georgian
LIZAVETA,Russian
LIZBETH,English
LIZE,Dutch
LIZETTE,English
LIZZIE,English
LIZZY,English
LJERKA,Croatian
LJERKA,Serbian
LJERKA,Slovene
LJILJA,Serbian
LJILJA,Croatian
LJILJANA,Serbian
LJILJANA,Croatian
LJUBA,Serbian
LJUBA,Croatian
LJUBA,Slovene
LJUBA,Macedonian
LJUBA,Czech
LJUBAN,Serbian
LJUBAN,Croatian
LJUBE,Macedonian
LJUBEN,Macedonian
LJUBENA,Macedonian
LJUBICA,Serbian
LJUBICA,Croatian
LJUBICA,Macedonian
LJUBICA,Slovene
LJUBINKA,Serbian
LJUBIŠA,Serbian
LJUBO,Croatian
LJUBO,Serbian
LJUBOMIR,Croatian
LJUBOMIR,Serbian
LJUBOMIR,Macedonian
LJUDEVIT,Croatian
LJUDMIL,Macedonian
LJUDMILA,Slovene
LJUPCHO,Macedonian
LJUPČO,Macedonian
LLEU,Welsh Mythology
LLEUCU,Welsh
LLEW,Welsh
LLEW,Welsh Mythology
LLEWELLA,Welsh
LLEWELLYN,Welsh
LLEWELYN,Welsh
LLINOS,Welsh
LLORENÇ,Catalan
LLOYD,English
LLUC,Catalan
LLÚCIA,Catalan
LLUÍS,Catalan
LLUÏSA,Catalan
LLYR,Welsh Mythology
LLYWELLYN,Welsh
LLYWELYN,Welsh
LO,Swedish
LOAN ,French
LOAN ,Vietnamese
LOANE,French
LOANN,French
LOCHAN,Indian
LOCHAN,Hindi
LOCHANA,Indian
LOCHANA,Hindi
LOCHLAINN,Irish
LOCHLANN,Irish
LOCKIE,Scottish
LODEWIJK,Dutch
LODOVICO,Italian
LÓEGAIRE,Irish Mythology
LÓEGAIRE,Ancient Irish
LOEK,Dutch
LOES,Dutch
LOGAN,Scottish
LOGAN,English
LOHAN,French
LOÏC,French
LOÏC,Breton
LOIDA,Spanish
LOÍS,Occitan
LOIS ,English
LOIS ,Biblical
LOIS ,Biblical Latin
LOIS ,Biblical Greek
LOIS ,Galician
LOJZE,Slovene
LOKE,Norse Mythology
LOKE,Swedish
LOKE,Norwegian
LOKE,Danish
LOKI,Norse Mythology
LOLA,Spanish
LOLA,English
LOLICIA,English
LOLITA,Spanish
LOMÁN,Irish
LOMMÁN,Irish
LON,English
LONÁN,Irish
LONDON,English
LONDYN,English
LONE,Danish
LONG,Chinese
LONG,Vietnamese
LONGIN,Polish
LONGINA,Polish
LONGINA,Ancient Roman
LONGINUS,Ancient Roman
LONGWANG,Chinese Mythology
LONNIE,English
LONNY,English
LOPE,Spanish
LOPO,Portuguese
LOR,Limburgish
LORA,English
LORAINE,English
LORAINNE,English
LORÁND,Hungarian
LÓRÁNT,Hungarian
LORAYNE,English
LORCÁN,Irish
LORCCÁN,Irish
LORE ,German
LORE ,Basque
LOREA,Basque
LOREDANA,Italian
LOREDANA,Romanian
LOREEN,English
LORELEI,Literature
LORELLE,English
LOREN,English
LORENA ,Spanish
LORENA ,Italian
LORENA ,Portuguese
LORENA ,Romanian
LORENA ,English
LORENCIO,Medieval Spanish
LORENE,English
LORENS,Swedish
LORENS,Norwegian
LORENS,Danish
LORENZ,German
LORENZA,Italian
LORENZA,Spanish
LORENZO,Italian
LORENZO,Spanish
LORETA,Italian
LORETO,Italian
LORETO,Spanish
LORETTA,English
LORETTA,Italian
LORETTE,French
LORI,English
LORIE,English
LORIN,English
LŐRINC,Hungarian
LORINDA,English
LORIS,Italian
LORITA,Italian
LORN,English
LORNA,English
LORNE,English
LORRAINE,English
LORRI,English
LORRIE,English
LORRIN,English
LOT ,Biblical
LOT ,Biblical Hebrew
LOT ,Arthurian Romance
LOTARIO,Italian
LOTHAIR,History
LOTHAIRE,French
LOTHAR,German
LOTHAR,Ancient Germanic
LOTTA,Swedish
LOTTA,Finnish
LOTTE,Danish
LOTTE,Swedish
LOTTE,Norwegian
LOTTE,Dutch
LOTTE,German
LOTTI,German
LOTTI,Hungarian
LOTTIE,English
LOTTIE,Swedish
LOTUS,English
LOU,English
LOU,French
LOUANE,French
LOUELLA,English
LOUHI,Finnish Mythology
LOUI,Swedish
LOUI,Danish
LOUIE,English
LOUIS,French
LOUIS,English
LOUIS,Dutch
LOUISA,English
LOUISA,German
LOUISA,Dutch
LOUISE,French
LOUISE,English
LOUISE,Danish
LOUISE,Swedish
LOUISE,Norwegian
LOUISE,Dutch
LOUISE,German
LOUISETTE,French
LOUIZA,Greek
LOUKA,French
LOUKAS,Biblical Greek
LOUKAS,Greek
LOUKIANOS,Ancient Greek
LOUKIOS,Ancient Roman
LOUKIOS,Biblical Greek
LOUNA,French
LOUP,French
LOURDES,Spanish
LOURENÇO,Portuguese
LOURENS,Frisian
LOURENS,Dutch
LOVA,Swedish
LOVE ,Swedish
LOVE ,English
LOVEL,English
LOVELL,English
LOVEMORE,Southern African
LOVIATAR,Finnish Mythology
LOVIISA,Finnish
LOVIISE,Estonian
LOVIS,Swedish
LOVISA,Swedish
LOVISE,Norwegian
LOVORKA,Croatian
LOVRE,Croatian
LOVRENC,Slovene
LOVRENCO,Croatian
LOVRO,Slovene
LOVRO,Croatian
LOWELL,English
LOWIE,Dutch
LOWRI,Welsh
LOYD,English
LÚ,Irish Mythology
LUAN,Albanian
LUANA,English
LUANA,Italian
LUANA,Portuguese
LUANN,English
LUANNA,English
LUANNE,English
ĽUBA,Slovak
LUBA,Russian
LUBA,Ukrainian
LUBBERT,Frisian
LUBEN,Bulgarian
ĽUBICA,Slovak
LUBNA,Arabic
LUBOMIERZ,Polish
ĽUBOMÍR,Slovak
LUBOMÍR,Czech
LUBOMIR,Bulgarian
ĽUBOMÍRA,Slovak
LUBOMÍRA,Czech
ĽUBOŠ,Slovak
LUBOŠ,Czech
LUBOV,Russian
LUBOV,Ukrainian
LUBOV,Bulgarian
ĻUBOVA,Latvian
LUC,French
LUC,Welsh
LUCA ,Italian
LUCA ,Romanian
LUCA ,Hungarian
LUCAN,History
LUCANUS,Ancient Roman
LÚCÁS,Irish
LUCAS,English
LUCAS,Dutch
LUCAS,French
LUCAS,Portuguese
LUCAS,Spanish
LUCAS,Swedish
LUCAS,Danish
LUCAS,Norwegian
LUCAS,Biblical Latin
LUCASTA,Literature
LUCE,Italian
LUCE,French
LUCETTA,Italian
LUCETTE,French
LUCHO,Spanish
LÚCIA,Portuguese
LÚCIA,Hungarian
LUCÍA,Spanish
LUCIA,Italian
LUCIA,German
LUCIA,English
LUCIA,Swedish
LUCIA,Norwegian
LUCIA,Danish
LUCIA,Romanian
LUCIA,Slovak
LUCIA,Ancient Roman
LUCIAN,Romanian
LUCIAN,English
LUCIANA,Italian
LUCIANA,Spanish
LUCIANA,Portuguese
LUCIANA,Romanian
LUCIANA,Ancient Roman
LUCIANO,Italian
LUCIANO,Spanish
LUCIANO,Portuguese
LUCIANUS,Ancient Roman
LUCIE,French
LUCIE,Czech
LUCIEN,French
LUCIENNE,French
LUCIFER,Judeo-Christian Legend
LŪCIJA,Latvian
LUCIJA,Slovene
LUCIJA,Croatian
LUCIJAN,Croatian
LUCILA,Spanish
LUCILE,French
LUCILE,English
LUCÍLIA,Portuguese
LUCILIA,Ancient Roman
LUCILIO,Italian
LUCILIUS,Ancient Roman
LUCILLA,Italian
LUCILLA,Ancient Roman
LUCILLE,French
LUCILLE,English
LUCINA,Roman Mythology
LUCINDA,English
LUCINDA,Portuguese
LUCINDA,Literature
LUCINDE,French
LUCINE,Armenian
LUCINEH,Armenian
LÚCIO,Portuguese
LUCIO,Italian
LUCIO,Spanish
LUCIUS,Ancient Roman
LUCIUS,Biblical
LUCIUS,English
ŁUCJA,Polish
ŁUCJAN,Polish
LUCJAN,Polish
LUĈJO,Esperanto
LUCJUSZ,Polish
LUCKY,English
LUCKY,Indian
LUCKY,Hindi
LUCRÈCE,French
LUCRETIA,Ancient Roman
LUCRETIA,Roman Mythology
LUCRETIUS,Ancient Roman
LUCREZIA,Italian
LUCY,English
LUCYNA,Polish
LUDDE,Swedish
LUDĚK,Czech
LUDGER,German
LUDIS,Latvian
LUDIVINE,French
LUDMIŁA,Polish
LUDMILA,Czech
LUDMILA,Latvian
LUDMILA,Russian
LUDMILLA,Russian
LUDMILLA,Bulgarian
LUDO,Flemish
LUDOLF,German
LUDOLF,Ancient Germanic
LUDOVIC,French
LUDOVICA,Italian
LUDOVICO,Italian
LUDOVICUS,Ancient Germanic
LUDOVIKO,Esperanto
ĽUDOVÍT,Slovak
LUDVIG,Swedish
LUDVIG,Norwegian
LUDVIG,Danish
LUDVIGS,Latvian
LUDVÍK,Czech
LUDVIK,Slovene
LUDWIG,German
LUDWIK,Polish
LUDWIKA,Polish
LUELLA,English
LUG,Irish Mythology
LUGAID,Irish Mythology
LUGALBANDA,Sumerian Mythology
LUGH,Irish Mythology
LUGHAIDH,Irish
LUGHAIDH,Irish Mythology
LUGOS,Gaulish Mythology
LUGUBELENUS,Ancient Celtic
LUGUS,Gaulish Mythology
LUIGI,Italian
LUIGIA,Italian
LUIGINA,Italian
LUIGINO,Italian
LUIGSECH,Ancient Irish
LUÍS,Portuguese
LUIS,Spanish
LUÍSA,Portuguese
LUISA,Spanish
LUISA,Italian
LUIS ÁNGEL,Spanish
LUISE,German
LUÍSEACH,Irish
LUISELLA,Italian
LUISINA,Spanish
LUISINHO,Portuguese
LUISITA,Spanish
LUISITO,Spanish
LUITGARD,German
LUITGARD,Ancient Germanic
